freq_aligo,totalsignal_aligo,totalsignal_baseline,totalsignal_best
4.13118e+02,4.41091e+13,3.23030e+13,1.60532e+13
4.14212e+02,4.40632e+13,3.23093e+13,1.62272e+13
4.15308e+02,4.40171e+13,3.23157e+13,1.64034e+13
4.16407e+02,4.39709e+13,3.23221e+13,1.65819e+13
4.17510e+02,4.39246e+13,3.23285e+13,1.67626e+13
4.18615e+02,4.38782e+13,3.23350e+13,1.69456e+13
4.19723e+02,4.38317e+13,3.23415e+13,1.71309e+13
4.20834e+02,4.37851e+13,3.23480e+13,1.73186e+13
4.21948e+02,4.37385e+13,3.23546e+13,1.75087e+13
4.23065e+02,4.36917e+13,3.23612e+13,1.77012e+13
4.24185e+02,4.36448e+13,3.23678e+13,1.78962e+13
4.25307e+02,4.35979e+13,3.23745e+13,1.80937e+13
4.26433e+02,4.35508e+13,3.23812e+13,1.82938e+13
4.27562e+02,4.35036e+13,3.23880e+13,1.84964e+13
4.28694e+02,4.34564e+13,3.23948e+13,1.87017e+13
4.29829e+02,4.34090e+13,3.24016e+13,1.89096e+13
4.30966e+02,4.33616e+13,3.24085e+13,1.91202e+13
4.32107e+02,4.33140e+13,3.24154e+13,1.93336e+13
4.33251e+02,4.32664e+13,3.24223e+13,1.95498e+13
4.34398e+02,4.32186e+13,3.24293e+13,1.97688e+13
4.35548e+02,4.31708e+13,3.24363e+13,1.99907e+13
4.36700e+02,4.31229e+13,3.24434e+13,2.02155e+13
4.37856e+02,4.30749e+13,3.24505e+13,2.04433e+13
4.39015e+02,4.30268e+13,3.24577e+13,2.06741e+13
4.40178e+02,4.29786e+13,3.24648e+13,2.09080e+13
4.41343e+02,4.29303e+13,3.24721e+13,2.11449e+13
4.42511e+02,4.28819e+13,3.24793e+13,2.13851e+13
4.43682e+02,4.28334e+13,3.24866e+13,2.16284e+13
4.44857e+02,4.27848e+13,3.24940e+13,2.18751e+13
4.46034e+02,4.27362e+13,3.25014e+13,2.21250e+13
4.47215e+02,4.26874e+13,3.25088e+13,2.23783e+13
4.48399e+02,4.26386e+13,3.25163e+13,2.26350e+13
4.49586e+02,4.25897e+13,3.25238e+13,2.28952e+13
4.50776e+02,4.25406e+13,3.25314e+13,2.31589e+13
4.51969e+02,4.24915e+13,3.25390e+13,2.34263e+13
4.53165e+02,4.24423e+13,3.25466e+13,2.36972e+13
4.54365e+02,4.23930e+13,3.25543e+13,2.39719e+13
4.55567e+02,4.23437e+13,3.25620e+13,2.42504e+13
