freq_aligo,totalnoise_aligo,totalnoise_baseline,totalnoise_best
4.13118e+02,1.95563e-11,2.44849e-11,3.31510e-11
4.14212e+02,1.95556e-11,2.44849e-11,3.31552e-11
4.15308e+02,1.95550e-11,2.44849e-11,3.31595e-11
4.16407e+02,1.95544e-11,2.44848e-11,3.31638e-11
4.17510e+02,1.95538e-11,2.44848e-11,3.31681e-11
4.18615e+02,1.95531e-11,2.44848e-11,3.31726e-11
4.19723e+02,1.95525e-11,2.44848e-11,3.31770e-11
4.20834e+02,1.95519e-11,2.44848e-11,3.31816e-11
4.21948e+02,1.95513e-11,2.44847e-11,3.31862e-11
4.23065e+02,1.95507e-11,2.44847e-11,3.31909e-11
4.24185e+02,1.95501e-11,2.44847e-11,3.31956e-11
4.25307e+02,1.95495e-11,2.44847e-11,3.32005e-11
4.26433e+02,1.95489e-11,2.44847e-11,3.32053e-11
4.27562e+02,1.95484e-11,2.44847e-11,3.32103e-11
4.28694e+02,1.95478e-11,2.44847e-11,3.32153e-11
4.29829e+02,1.95472e-11,2.44847e-11,3.32204e-11
4.30966e+02,1.95466e-11,2.44847e-11,3.32256e-11
4.32107e+02,1.95460e-11,2.44847e-11,3.32309e-11
4.33251e+02,1.95455e-11,2.44847e-11,3.32362e-11
4.34398e+02,1.95449e-11,2.44847e-11,3.32416e-11
4.35548e+02,1.95444e-11,2.44847e-11,3.32471e-11
4.36700e+02,1.95438e-11,2.44847e-11,3.32526e-11
4.37856e+02,1.95432e-11,2.44847e-11,3.32583e-11
4.39015e+02,1.95427e-11,2.44848e-11,3.32640e-11
4.40178e+02,1.95421e-11,2.44848e-11,3.32698e-11
4.41343e+02,1.95416e-11,2.44848e-11,3.32758e-11
4.42511e+02,1.95411e-11,2.44848e-11,3.32817e-11
4.43682e+02,1.95405e-11,2.44848e-11,3.32878e-11
4.44857e+02,1.95400e-11,2.44849e-11,3.32940e-11
4.46034e+02,1.95395e-11,2.44849e-11,3.33003e-11
4.47215e+02,1.95389e-11,2.44849e-11,3.33066e-11
4.48399e+02,1.95384e-11,2.44849e-11,3.33131e-11
4.49586e+02,1.95379e-11,2.44850e-11,3.33196e-11
4.50776e+02,1.95374e-11,2.44850e-11,3.33263e-11
4.51969e+02,1.95368e-11,2.44850e-11,3.33330e-11
4.53165e+02,1.95363e-11,2.44851e-11,3.33399e-11
4.54365e+02,1.95358e-11,2.44851e-11,3.33468e-11
4.55567e+02,1.95353e-11,2.44852e-11,3.33539e-11
4.56773e+02,1.95348e-11,2.44852e-11,3.33611e-11
4.57982e+02,1.95343e-11,2.44853e-11,3.33684e-11
4.59195e+02,1.95338e-11,2.44853e-11,3.33758e-11
4.60410e+02,1.95333e-11,2.44854e-11,3.33833e-11
4.61629e+02,1.95328e-11,2.44854e-11,3.33909e-11
4.62851e+02,1.95323e-11,2.44855e-11,3.33986e-11
4.64076e+02,1.95319e-11,2.44855e-11,3.34065e-11
4.65304e+02,1.95314e-11,2.44856e-11,3.34145e-11
4.66536e+02,1.95309e-11,2.44856e-11,3.34226e-11
4.67771e+02,1.95304e-11,2.44857e-11,3.34308e-11
4.69009e+02,1.95300e-11,2.44858e-11,3.34392e-11
4.70251e+02,1.95295e-11,2.44858e-11,3.34477e-11
4.71495e+02,1.95290e-11,2.44859e-11,3.34563e-11
4.72743e+02,1.95286e-11,2.44860e-11,3.34651e-11
4.73995e+02,1.95281e-11,2.44860e-11,3.34740e-11
4.75249e+02,1.95276e-11,2.44861e-11,3.34830e-11
4.76507e+02,1.95272e-11,2.44862e-11,3.34922e-11
4.77769e+02,1.95267e-11,2.44863e-11,3.35016e-11
4.79033e+02,1.95263e-11,2.44863e-11,3.35110e-11
4.80301e+02,1.95258e-11,2.44864e-11,3.35207e-11
4.81573e+02,1.95254e-11,2.44865e-11,3.35305e-11
4.82848e+02,1.95250e-11,2.44866e-11,3.35404e-11
4.84126e+02,1.95245e-11,2.44867e-11,3.35505e-11
4.85407e+02,1.95241e-11,2.44867e-11,3.35608e-11
4.86692e+02,1.95236e-11,2.44868e-11,3.35712e-11
4.87980e+02,1.95232e-11,2.44869e-11,3.35818e-11
4.89272e+02,1.95228e-11,2.44870e-11,3.35926e-11
4.90567e+02,1.95224e-11,2.44871e-11,3.36036e-11
4.91866e+02,1.95220e-11,2.44872e-11,3.36147e-11
4.93168e+02,1.95215e-11,2.44873e-11,3.36260e-11
4.94473e+02,1.95211e-11,2.44874e-11,3.36375e-11
4.95782e+02,1.95207e-11,2.44875e-11,3.36492e-11
4.97094e+02,1.95203e-11,2.44876e-11,3.36611e-11
4.98410e+02,1.95199e-11,2.44877e-11,3.36732e-11
4.99729e+02,1.95195e-11,2.44878e-11,3.36854e-11
5.01052e+02,1.95191e-11,2.44879e-11,3.36979e-11
5.02378e+02,1.95187e-11,2.44881e-11,3.37106e-11
5.03708e+02,1.95183e-11,2.44882e-11,3.37235e-11
5.05042e+02,1.95179e-11,2.44883e-11,3.37366e-11
5.06378e+02,1.95175e-11,2.44884e-11,3.37500e-11
5.07719e+02,1.95171e-11,2.44885e-11,3.37635e-11
5.09063e+02,1.95167e-11,2.44886e-11,3.37773e-11
5.10410e+02,1.95163e-11,2.44888e-11,3.37913e-11
5.11761e+02,1.95160e-11,2.44889e-11,3.38056e-11
5.13116e+02,1.95156e-11,2.44890e-11,3.38201e-11
5.14474e+02,1.95152e-11,2.44891e-11,3.38348e-11
5.15836e+02,1.95148e-11,2.44893e-11,3.38498e-11
5.17201e+02,1.95145e-11,2.44894e-11,3.38651e-11
5.18570e+02,1.95141e-11,2.44895e-11,3.38806e-11
5.19943e+02,1.95137e-11,2.44897e-11,3.38964e-11
5.21319e+02,1.95134e-11,2.44898e-11,3.39124e-11
5.22699e+02,1.95130e-11,2.44900e-11,3.39287e-11
5.24083e+02,1.95126e-11,2.44901e-11,3.39453e-11
5.25470e+02,1.95123e-11,2.44902e-11,3.39622e-11
5.26861e+02,1.95119e-11,2.44904e-11,3.39794e-11
5.28256e+02,1.95116e-11,2.44905e-11,3.39969e-11
5.29654e+02,1.95112e-11,2.44907e-11,3.40147e-11
5.31056e+02,1.95109e-11,2.44908e-11,3.40328e-11
5.32462e+02,1.95105e-11,2.44910e-11,3.40512e-11
5.33871e+02,1.95102e-11,2.44911e-11,3.40699e-11
5.35284e+02,1.95098e-11,2.44913e-11,3.40889e-11
5.36701e+02,1.95095e-11,2.44915e-11,3.41083e-11
5.38122e+02,1.95092e-11,2.44916e-11,3.41281e-11
5.39546e+02,1.95088e-11,2.44918e-11,3.41481e-11
5.40974e+02,1.95085e-11,2.44919e-11,3.41686e-11
5.42406e+02,1.95082e-11,2.44921e-11,3.41894e-11
5.43842e+02,1.95079e-11,2.44923e-11,3.42105e-11
5.45282e+02,1.95075e-11,2.44925e-11,3.42320e-11
5.46725e+02,1.95072e-11,2.44926e-11,3.42540e-11
5.48172e+02,1.95069e-11,2.44928e-11,3.42763e-11
5.49623e+02,1.95066e-11,2.44930e-11,3.42990e-11
5.51078e+02,1.95063e-11,2.44932e-11,3.43221e-11
5.52537e+02,1.95059e-11,2.44933e-11,3.43456e-11
5.53999e+02,1.95056e-11,2.44935e-11,3.43695e-11
5.55466e+02,1.95053e-11,2.44937e-11,3.43938e-11
5.56936e+02,1.95050e-11,2.44939e-11,3.44186e-11
5.58410e+02,1.95047e-11,2.44941e-11,3.44439e-11
5.59888e+02,1.95044e-11,2.44943e-11,3.44695e-11
5.61371e+02,1.95041e-11,2.44945e-11,3.44957e-11
5.62856e+02,1.95038e-11,2.44947e-11,3.45223e-11
5.64346e+02,1.95035e-11,2.44949e-11,3.45494e-11
5.65840e+02,1.95032e-11,2.44951e-11,3.45769e-11
5.67338e+02,1.95029e-11,2.44953e-11,3.46050e-11
5.68840e+02,1.95026e-11,2.44955e-11,3.46336e-11
5.70345e+02,1.95024e-11,2.44957e-11,3.46626e-11
5.71855e+02,1.95021e-11,2.44959e-11,3.46922e-11
5.73369e+02,1.95018e-11,2.44961e-11,3.47223e-11
5.74887e+02,1.95015e-11,2.44963e-11,3.47530e-11
5.76408e+02,1.95012e-11,2.44965e-11,3.47842e-11
5.77934e+02,1.95009e-11,2.44967e-11,3.48160e-11
5.79464e+02,1.95007e-11,2.44969e-11,3.48483e-11
5.80998e+02,1.95004e-11,2.44972e-11,3.48812e-11
5.82536e+02,1.95001e-11,2.44974e-11,3.49147e-11
5.84078e+02,1.94999e-11,2.44976e-11,3.49487e-11
5.85624e+02,1.94996e-11,2.44978e-11,3.49834e-11
5.87174e+02,1.94993e-11,2.44981e-11,3.50187e-11
5.88728e+02,1.94991e-11,2.44983e-11,3.50546e-11
5.90286e+02,1.94988e-11,2.44985e-11,3.50911e-11
5.91849e+02,1.94985e-11,2.44988e-11,3.51283e-11
5.93416e+02,1.94983e-11,2.44990e-11,3.51661e-11
5.94986e+02,1.94980e-11,2.44993e-11,3.52046e-11
5.96561e+02,1.94978e-11,2.44995e-11,3.52438e-11
5.98140e+02,1.94975e-11,2.44997e-11,3.52836e-11
5.99724e+02,1.94973e-11,2.45000e-11,3.53241e-11
6.01311e+02,1.94970e-11,2.45002e-11,3.53652e-11
