freq_aligo,totalsignal_aligo,totalsignal_baseline,totalsignal_best
5.19615e+00,5.66570e+13,2.81337e+13,1.07455e+10
5.23272e+00,5.66570e+13,2.79622e+13,1.08969e+10
5.26955e+00,5.66569e+13,2.77952e+13,1.10504e+10
5.30663e+00,5.66569e+13,2.76325e+13,1.12060e+10
5.34398e+00,5.66568e+13,2.74739e+13,1.13639e+10
5.38159e+00,5.66568e+13,2.73192e+13,1.15240e+10
5.41947e+00,5.66567e+13,2.71684e+13,1.16864e+10
5.45761e+00,5.66567e+13,2.70214e+13,1.18511e+10
5.49602e+00,5.66567e+13,2.68779e+13,1.20181e+10
5.53470e+00,5.66566e+13,2.67379e+13,1.21875e+10
5.57365e+00,5.66566e+13,2.66013e+13,1.23593e+10
5.61287e+00,5.66565e+13,2.64680e+13,1.25336e+10
5.65238e+00,5.66565e+13,2.63378e+13,1.27103e+10
5.69216e+00,5.66564e+13,2.62107e+13,1.28895e+10
5.73222e+00,5.66564e+13,2.60865e+13,1.30713e+10
5.77256e+00,5.66563e+13,2.59652e+13,1.32557e+10
5.81318e+00,5.66563e+13,2.58467e+13,1.34426e+10
5.85409e+00,5.66562e+13,2.57310e+13,1.36323e+10
5.89529e+00,5.66562e+13,2.56178e+13,1.38246e+10
5.93678e+00,5.66561e+13,2.55072e+13,1.40197e+10
5.97857e+00,5.66561e+13,2.53990e+13,1.42175e+10
6.02064e+00,5.66560e+13,2.52933e+13,1.44181e+10
6.06301e+00,5.66560e+13,2.51899e+13,1.46216e+10
6.10568e+00,5.66559e+13,2.50887e+13,1.48280e+10
6.14865e+00,5.66558e+13,2.49898e+13,1.50373e+10
6.19193e+00,5.66558e+13,2.48930e+13,1.52496e+10
6.23550e+00,5.66557e+13,2.47983e+13,1.54649e+10
6.27939e+00,5.66557e+13,2.47056e+13,1.56833e+10
6.32358e+00,5.66556e+13,2.46148e+13,1.59048e+10
6.36808e+00,5.66555e+13,2.45260e+13,1.61294e+10
6.41290e+00,5.66555e+13,2.44391e+13,1.63572e+10
6.45803e+00,5.66554e+13,2.43539e+13,1.65882e+10
6.50348e+00,5.66554e+13,2.42705e+13,1.68226e+10
6.54925e+00,5.66553e+13,2.41889e+13,1.70603e+10
6.59535e+00,5.66552e+13,2.41089e+13,1.73013e+10
6.64176e+00,5.66552e+13,2.40306e+13,1.75458e+10
6.68851e+00,5.66551e+13,2.39538e+13,1.77938e+10
6.73558e+00,5.66550e+13,2.38786e+13,1.80452e+10
6.78298e+00,5.66550e+13,2.38049e+13,1.83003e+10
6.83072e+00,5.66549e+13,2.37326e+13,1.85590e+10
6.87879e+00,5.66548e+13,2.36618e+13,1.88214e+10
6.92720e+00,5.66547e+13,2.35924e+13,1.90875e+10
6.97596e+00,5.66547e+13,2.35244e+13,1.93574e+10
7.02505e+00,5.66546e+13,2.34577e+13,1.96311e+10
7.07449e+00,5.66545e+13,2.33923e+13,1.99088e+10
7.12428e+00,5.66544e+13,2.33282e+13,2.01904e+10
7.17442e+00,5.66544e+13,2.32653e+13,2.04760e+10
7.22491e+00,5.66543e+13,2.32036e+13,2.07657e+10
7.27576e+00,5.66542e+13,2.31430e+13,2.10595e+10
7.32696e+00,5.66541e+13,2.30837e+13,2.13575e+10
7.37853e+00,5.66540e+13,2.30255e+13,2.16597e+10
7.43046e+00,5.66540e+13,2.29683e+13,2.19662e+10
7.48275e+00,5.66539e+13,2.29123e+13,2.22771e+10
7.53541e+00,5.66538e+13,2.28572e+13,2.25925e+10
7.58844e+00,5.66537e+13,2.28032e+13,2.29123e+10
7.64185e+00,5.66536e+13,2.27503e+13,2.32367e+10
7.69563e+00,5.66535e+13,2.26983e+13,2.35657e+10
7.74979e+00,5.66534e+13,2.26472e+13,2.38994e+10
7.80433e+00,5.66533e+13,2.25971e+13,2.42379e+10
7.85926e+00,5.66533e+13,2.25479e+13,2.45812e+10
7.91457e+00,5.66532e+13,2.24996e+13,2.49294e+10
7.97027e+00,5.66531e+13,2.24522e+13,2.52826e+10
8.02636e+00,5.66530e+13,2.24056e+13,2.56408e+10
8.08285e+00,5.66529e+13,2.23599e+13,2.60041e+10
8.13974e+00,5.66528e+13,2.23149e+13,2.63726e+10
8.19702e+00,5.66527e+13,2.22708e+13,2.67463e+10
8.25471e+00,5.66526e+13,2.22275e+13,2.71254e+10
8.31281e+00,5.66525e+13,2.21849e+13,2.75099e+10
8.37131e+00,5.66524e+13,2.21431e+13,2.78999e+10
8.43022e+00,5.66523e+13,2.21021e+13,2.82955e+10
8.48955e+00,5.66521e+13,2.20617e+13,2.86967e+10
8.54930e+00,5.66520e+13,2.20221e+13,2.91037e+10
8.60947e+00,5.66519e+13,2.19831e+13,2.95165e+10
8.67006e+00,5.66518e+13,2.19449e+13,2.99351e+10
8.73108e+00,5.66517e+13,2.19073e+13,3.03598e+10
8.79253e+00,5.66516e+13,2.18703e+13,3.07905e+10
8.85441e+00,5.66515e+13,2.18340e+13,3.12274e+10
8.91672e+00,5.66513e+13,2.17983e+13,3.16705e+10
8.97948e+00,5.66512e+13,2.17632e+13,3.21200e+10
9.04267e+00,5.66511e+13,2.17288e+13,3.25759e+10
9.10631e+00,5.66510e+13,2.16949e+13,3.30383e+10
9.17040e+00,5.66508e+13,2.16616e+13,3.35074e+10
9.23494e+00,5.66507e+13,2.16288e+13,3.39831e+10
9.29993e+00,5.66506e+13,2.15966e+13,3.44657e+10
9.36538e+00,5.66505e+13,2.15650e+13,3.49552e+10
9.43129e+00,5.66503e+13,2.15338e+13,3.54517e+10
9.49767e+00,5.66502e+13,2.15032e+13,3.59553e+10
9.56451e+00,5.66500e+13,2.14732e+13,3.64661e+10
9.63182e+00,5.66499e+13,2.14436e+13,3.69842e+10
9.69961e+00,5.66498e+13,2.14145e+13,3.75098e+10
9.76787e+00,5.66496e+13,2.13859e+13,3.80428e+10
9.83662e+00,5.66495e+13,2.13577e+13,3.85836e+10
