freq_aligo,totalsignal_aligo,totalsignal_baseline,totalsignal_best
1.63299e+03,1.69546e+13,2.35294e+13,2.19610e+12
1.63432e+03,1.69421e+13,2.35553e+13,2.19851e+12
1.63564e+03,1.69296e+13,2.35813e+13,2.20094e+12
1.63697e+03,1.69170e+13,2.36074e+13,2.20338e+12
1.63830e+03,1.69045e+13,2.36336e+13,2.20582e+12
1.63963e+03,1.68920e+13,2.36599e+13,2.20827e+12
1.64096e+03,1.68795e+13,2.36863e+13,2.21074e+12
1.64229e+03,1.68671e+13,2.37128e+13,2.21321e+12
1.64362e+03,1.68546e+13,2.37394e+13,2.21569e+12
1.64495e+03,1.68421e+13,2.37661e+13,2.21818e+12
1.64629e+03,1.68297e+13,2.37929e+13,2.22068e+12
1.64763e+03,1.68172e+13,2.38198e+13,2.22319e+12
1.64896e+03,1.68047e+13,2.38468e+13,2.22571e+12
1.65030e+03,1.67923e+13,2.38740e+13,2.22824e+12
1.65164e+03,1.67799e+13,2.39012e+13,2.23077e+12
1.65298e+03,1.67675e+13,2.39285e+13,2.23332e+12
1.65432e+03,1.67550e+13,2.39559e+13,2.23588e+12
1.65566e+03,1.67426e+13,2.39834e+13,2.23844e+12
1.65700e+03,1.67302e+13,2.40110e+13,2.24102e+12
1.65835e+03,1.67178e+13,2.40387e+13,2.24361e+12
1.65969e+03,1.67054e+13,2.40666e+13,2.24620e+12
1.66104e+03,1.66931e+13,2.40945e+13,2.24881e+12
1.66239e+03,1.66807e+13,2.41225e+13,2.25142e+12
1.66374e+03,1.66683e+13,2.41507e+13,2.25405e+12
1.66509e+03,1.66560e+13,2.41789e+13,2.25669e+12
1.66644e+03,1.66436e+13,2.42073e+13,2.25933e+12
1.66779e+03,1.66313e+13,2.42358e+13,2.26199e+12
1.66914e+03,1.66189e+13,2.42644e+13,2.26465e+12
1.67050e+03,1.66066e+13,2.42931e+13,2.26733e+12
1.67185e+03,1.65943e+13,2.43219e+13,2.27002e+12
1.67321e+03,1.65820e+13,2.43508e+13,2.27271e+12
1.67457e+03,1.65697e+13,2.43798e+13,2.27542e+12
1.67592e+03,1.65574e+13,2.44089e+13,2.27814e+12
1.67728e+03,1.65451e+13,2.44382e+13,2.28087e+12
1.67864e+03,1.65328e+13,2.44675e+13,2.28361e+12
1.68001e+03,1.65205e+13,2.44970e+13,2.28636e+12
1.68137e+03,1.65082e+13,2.45266e+13,2.28912e+12
1.68273e+03,1.64960e+13,2.45563e+13,2.29189e+12
1.68410e+03,1.64837e+13,2.45861e+13,2.29467e+12
1.68546e+03,1.64715e+13,2.46161e+13,2.29746e+12
1.68683e+03,1.64592e+13,2.46461e+13,2.30027e+12
1.68820e+03,1.64470e+13,2.46763e+13,2.30308e+12
1.68957e+03,1.64348e+13,2.47066e+13,2.30591e+12
1.69094e+03,1.64226e+13,2.47370e+13,2.30874e+12
1.69231e+03,1.64103e+13,2.47675e+13,2.31159e+12
1.69368e+03,1.63981e+13,2.47982e+13,2.31445e+12
1.69506e+03,1.63859e+13,2.48289e+13,2.31732e+12
1.69643e+03,1.63738e+13,2.48598e+13,2.32020e+12
1.69781e+03,1.63616e+13,2.48908e+13,2.32310e+12
1.69919e+03,1.63494e+13,2.49220e+13,2.32600e+12
1.70057e+03,1.63372e+13,2.49532e+13,2.32892e+12
1.70195e+03,1.63251e+13,2.49846e+13,2.33184e+12
1.70333e+03,1.63129e+13,2.50161e+13,2.33478e+12
1.70471e+03,1.63008e+13,2.50477e+13,2.33774e+12
1.70609e+03,1.62886e+13,2.50795e+13,2.34070e+12
1.70748e+03,1.62765e+13,2.51114e+13,2.34367e+12
1.70886e+03,1.62644e+13,2.51434e+13,2.34666e+12
1.71025e+03,1.62523e+13,2.51755e+13,2.34966e+12
1.71163e+03,1.62402e+13,2.52078e+13,2.35267e+12
1.71302e+03,1.62281e+13,2.52402e+13,2.35569e+12
1.71441e+03,1.62160e+13,2.52727e+13,2.35873e+12
1.71580e+03,1.62039e+13,2.53054e+13,2.36177e+12
1.71720e+03,1.61918e+13,2.53382e+13,2.36483e+12
1.71859e+03,1.61798e+13,2.53711e+13,2.36791e+12
1.71998e+03,1.61677e+13,2.54042e+13,2.37099e+12
1.72138e+03,1.61556e+13,2.54374e+13,2.37409e+12
1.72277e+03,1.61436e+13,2.54707e+13,2.37720e+12
1.72417e+03,1.61315e+13,2.55041e+13,2.38032e+12
1.72557e+03,1.61195e+13,2.55377e+13,2.38345e+12
1.72697e+03,1.61075e+13,2.55715e+13,2.38660e+12
1.72837e+03,1.60955e+13,2.56053e+13,2.38976e+12
1.72977e+03,1.60835e+13,2.56394e+13,2.39294e+12
1.73118e+03,1.60715e+13,2.56735e+13,2.39612e+12
1.73258e+03,1.60595e+13,2.57078e+13,2.39932e+12
1.73399e+03,1.60475e+13,2.57422e+13,2.40254e+12
1.73539e+03,1.60355e+13,2.57768e+13,2.40576e+12
1.73680e+03,1.60235e+13,2.58115e+13,2.40900e+12
1.73821e+03,1.60115e+13,2.58464e+13,2.41226e+12
1.73962e+03,1.59996e+13,2.58814e+13,2.41552e+12
1.74103e+03,1.59876e+13,2.59165e+13,2.41880e+12
1.74244e+03,1.59757e+13,2.59518e+13,2.42210e+12
1.74386e+03,1.59638e+13,2.59873e+13,2.42540e+12
1.74527e+03,1.59518e+13,2.60228e+13,2.42872e+12
1.74669e+03,1.59399e+13,2.60586e+13,2.43206e+12
1.74811e+03,1.59280e+13,2.60945e+13,2.43541e+12
1.74952e+03,1.59161e+13,2.61305e+13,2.43877e+12
1.75094e+03,1.59042e+13,2.61667e+13,2.44215e+12
1.75236e+03,1.58923e+13,2.62030e+13,2.44554e+12
1.75379e+03,1.58804e+13,2.62395e+13,2.44894e+12
1.75521e+03,1.58685e+13,2.62761e+13,2.45236e+12
1.75663e+03,1.58566e+13,2.63129e+13,2.45580e+12
1.75806e+03,1.58448e+13,2.63499e+13,2.45925e+12
