freq_aligo,totalsignal_aligo,totalsignal_baseline,totalsignal_best
8.94427e+01,5.58160e+13,3.68168e+13,1.83126e+13
8.97311e+01,5.58107e+13,3.68197e+13,1.83140e+13
9.00204e+01,5.58053e+13,3.68226e+13,1.83154e+13
9.03106e+01,5.57999e+13,3.68255e+13,1.83168e+13
9.06018e+01,5.57945e+13,3.68284e+13,1.83182e+13
9.08939e+01,5.57890e+13,3.68314e+13,1.83197e+13
9.11869e+01,5.57835e+13,3.68344e+13,1.83211e+13
9.14809e+01,5.57780e+13,3.68374e+13,1.83226e+13
9.17759e+01,5.57724e+13,3.68404e+13,1.83240e+13
9.20718e+01,5.57668e+13,3.68435e+13,1.83255e+13
9.23686e+01,5.57612e+13,3.68465e+13,1.83270e+13
9.26664e+01,5.57555e+13,3.68496e+13,1.83285e+13
9.29652e+01,5.57498e+13,3.68527e+13,1.83300e+13
9.32649e+01,5.57441e+13,3.68559e+13,1.83316e+13
9.35656e+01,5.57383e+13,3.68590e+13,1.83331e+13
9.38672e+01,5.57325e+13,3.68622e+13,1.83346e+13
9.41699e+01,5.57267e+13,3.68654e+13,1.83362e+13
9.44735e+01,5.57208e+13,3.68686e+13,1.83378e+13
9.47781e+01,5.57149e+13,3.68718e+13,1.83394e+13
9.50837e+01,5.57089e+13,3.68751e+13,1.83409e+13
9.53902e+01,5.57029e+13,3.68784e+13,1.83426e+13
9.56978e+01,5.56969e+13,3.68817e+13,1.83442e+13
9.60063e+01,5.56909e+13,3.68850e+13,1.83458e+13
9.63158e+01,5.56848e+13,3.68884e+13,1.83474e+13
9.66263e+01,5.56786e+13,3.68917e+13,1.83491e+13
9.69379e+01,5.56724e+13,3.68951e+13,1.83508e+13
9.72504e+01,5.56662e+13,3.68986e+13,1.83524e+13
9.75639e+01,5.56600e+13,3.69020e+13,1.83541e+13
9.78785e+01,5.56537e+13,3.69055e+13,1.83558e+13
9.81941e+01,5.56474e+13,3.69089e+13,1.83575e+13
9.85107e+01,5.56410e+13,3.69124e+13,1.83593e+13
9.88283e+01,5.56346e+13,3.69160e+13,1.83610e+13
9.91469e+01,5.56282e+13,3.69195e+13,1.83628e+13
9.94665e+01,5.56217e+13,3.69231e+13,1.83645e+13
9.97872e+01,5.56152e+13,3.69267e+13,1.83663e+13
1.00109e+02,5.56086e+13,3.69304e+13,1.83681e+13
1.00432e+02,5.56020e+13,3.69340e+13,1.83699e+13
1.00756e+02,5.55954e+13,3.69377e+13,1.83717e+13
1.01080e+02,5.55887e+13,3.69414e+13,1.83735e+13
1.01406e+02,5.55820e+13,3.69451e+13,1.83754e+13
1.01733e+02,5.55752e+13,3.69489e+13,1.83772e+13
1.02061e+02,5.55684e+13,3.69527e+13,1.83791e+13
1.02390e+02,5.55615e+13,3.69565e+13,1.83810e+13
1.02720e+02,5.55547e+13,3.69603e+13,1.83829e+13
1.03052e+02,5.55477e+13,3.69641e+13,1.83848e+13
1.03384e+02,5.55408e+13,3.69680e+13,1.83867e+13
1.03717e+02,5.55337e+13,3.69719e+13,1.83886e+13
1.04051e+02,5.55267e+13,3.69759e+13,1.83906e+13
1.04387e+02,5.55196e+13,3.69798e+13,1.83925e+13
1.04723e+02,5.55124e+13,3.69838e+13,1.83945e+13
1.05061e+02,5.55053e+13,3.69878e+13,1.83965e+13
1.05400e+02,5.54980e+13,3.69919e+13,1.83985e+13
1.05740e+02,5.54908e+13,3.69959e+13,1.84005e+13
1.06081e+02,5.54834e+13,3.70000e+13,1.84026e+13
1.06423e+02,5.54761e+13,3.70041e+13,1.84046e+13
1.06766e+02,5.54687e+13,3.70083e+13,1.84067e+13
1.07110e+02,5.54612e+13,3.70125e+13,1.84087e+13
1.07455e+02,5.54537e+13,3.70167e+13,1.84108e+13
1.07802e+02,5.54462e+13,3.70209e+13,1.84129e+13
1.08149e+02,5.54386e+13,3.70252e+13,1.84151e+13
