freq_aligo,totalsignal_aligo,totalsignal_baseline,totalsignal_best
4.13118e+02,4.41091e+13,3.23030e+13,2.15707e+11
4.14212e+02,4.40632e+13,3.23093e+13,2.16284e+11
4.15308e+02,4.40171e+13,3.23157e+13,2.16862e+11
4.16407e+02,4.39709e+13,3.23221e+13,2.17442e+11
4.17510e+02,4.39246e+13,3.23285e+13,2.18023e+11
4.18615e+02,4.38782e+13,3.23350e+13,2.18605e+11
4.19723e+02,4.38317e+13,3.23415e+13,2.19190e+11
4.20834e+02,4.37851e+13,3.23480e+13,2.19776e+11
4.21948e+02,4.37385e+13,3.23546e+13,2.20363e+11
4.23065e+02,4.36917e+13,3.23612e+13,2.20953e+11
4.24185e+02,4.36448e+13,3.23678e+13,2.21543e+11
4.25307e+02,4.35979e+13,3.23745e+13,2.22136e+11
4.26433e+02,4.35508e+13,3.23812e+13,2.22730e+11
4.27562e+02,4.35036e+13,3.23880e+13,2.23325e+11
4.28694e+02,4.34564e+13,3.23948e+13,2.23923e+11
4.29829e+02,4.34090e+13,3.24016e+13,2.24521e+11
4.30966e+02,4.33616e+13,3.24085e+13,2.25122e+11
4.32107e+02,4.33140e+13,3.24154e+13,2.25724e+11
4.33251e+02,4.32664e+13,3.24223e+13,2.26328e+11
4.34398e+02,4.32186e+13,3.24293e+13,2.26933e+11
4.35548e+02,4.31708e+13,3.24363e+13,2.27540e+11
4.36700e+02,4.31229e+13,3.24434e+13,2.28149e+11
4.37856e+02,4.30749e+13,3.24505e+13,2.28759e+11
4.39015e+02,4.30268e+13,3.24577e+13,2.29371e+11
4.40178e+02,4.29786e+13,3.24648e+13,2.29985e+11
4.41343e+02,4.29303e+13,3.24721e+13,2.30601e+11
4.42511e+02,4.28819e+13,3.24793e+13,2.31218e+11
4.43682e+02,4.28334e+13,3.24866e+13,2.31837e+11
4.44857e+02,4.27848e+13,3.24940e+13,2.32457e+11
4.46034e+02,4.27362e+13,3.25014e+13,2.33079e+11
4.47215e+02,4.26874e+13,3.25088e+13,2.33703e+11
4.48399e+02,4.26386e+13,3.25163e+13,2.34329e+11
4.49586e+02,4.25897e+13,3.25238e+13,2.34956e+11
4.50776e+02,4.25406e+13,3.25314e+13,2.35585e+11
4.51969e+02,4.24915e+13,3.25390e+13,2.36216e+11
4.53165e+02,4.24423e+13,3.25466e+13,2.36848e+11
4.54365e+02,4.23930e+13,3.25543e+13,2.37482e+11
4.55567e+02,4.23437e+13,3.25620e+13,2.38118e+11
4.56773e+02,4.22942e+13,3.25698e+13,2.38756e+11
4.57982e+02,4.22446e+13,3.25776e+13,2.39395e+11
4.59195e+02,4.21950e+13,3.25854e+13,2.40036e+11
4.60410e+02,4.21453e+13,3.25934e+13,2.40679e+11
4.61629e+02,4.20954e+13,3.26013e+13,2.41324e+11
4.62851e+02,4.20455e+13,3.26093e+13,2.41970e+11
4.64076e+02,4.19955e+13,3.26173e+13,2.42618e+11
4.65304e+02,4.19455e+13,3.26254e+13,2.43268e+11
4.66536e+02,4.18953e+13,3.26335e+13,2.43920e+11
4.67771e+02,4.18451e+13,3.26417e+13,2.44574e+11
4.69009e+02,4.17947e+13,3.26499e+13,2.45229e+11
4.70251e+02,4.17443e+13,3.26582e+13,2.45886e+11
4.71495e+02,4.16938e+13,3.26665e+13,2.46545e+11
4.72743e+02,4.16432e+13,3.26749e+13,2.47206e+11
4.73995e+02,4.15926e+13,3.26833e+13,2.47868e+11
4.75249e+02,4.15418e+13,3.26917e+13,2.48533e+11
4.76507e+02,4.14910e+13,3.27002e+13,2.49199e+11
4.77769e+02,4.14401e+13,3.27088e+13,2.49867e+11
4.79033e+02,4.13891e+13,3.27174e+13,2.50537e+11
4.80301e+02,4.13380e+13,3.27260e+13,2.51208e+11
4.81573e+02,4.12868e+13,3.27347e+13,2.51882e+11
4.82848e+02,4.12356e+13,3.27435e+13,2.52557e+11
4.84126e+02,4.11843e+13,3.27523e+13,2.53234e+11
4.85407e+02,4.11329e+13,3.27611e+13,2.53913e+11
4.86692e+02,4.10814e+13,3.27700e+13,2.54594e+11
4.87980e+02,4.10299e+13,3.27789e+13,2.55277e+11
4.89272e+02,4.09782e+13,3.27879e+13,2.55962e+11
4.90567e+02,4.09265e+13,3.27970e+13,2.56648e+11
4.91866e+02,4.08747e+13,3.28061e+13,2.57337e+11
4.93168e+02,4.08229e+13,3.28152e+13,2.58027e+11
4.94473e+02,4.07709e+13,3.28244e+13,2.58719e+11
4.95782e+02,4.07189e+13,3.28337e+13,2.59413e+11
4.97094e+02,4.06668e+13,3.28430e+13,2.60109e+11
4.98410e+02,4.06147e+13,3.28524e+13,2.60807e+11
4.99729e+02,4.05624e+13,3.28618e+13,2.61507e+11
5.01052e+02,4.05101e+13,3.28712e+13,2.62209e+11
5.02378e+02,4.04577e+13,3.28808e+13,2.62912e+11
5.03708e+02,4.04053e+13,3.28903e+13,2.63618e+11
5.05042e+02,4.03527e+13,3.29000e+13,2.64325e+11
5.06378e+02,4.03001e+13,3.29096e+13,2.65035e+11
