freq_aligo,strain_aligo,strain_baseline,strain_best
1.26491e+00,7.02623e-13,7.02623e-13,7.02623e-13
1.27896e+00,6.20196e-13,6.20196e-13,6.20196e-13
1.29316e+00,5.47438e-13,5.47438e-13,5.47438e-13
1.30752e+00,4.83217e-13,4.83217e-13,4.83217e-13
1.32204e+00,4.26529e-13,4.26529e-13,4.26529e-13
1.33672e+00,3.76491e-13,3.76491e-13,3.76491e-13
1.35156e+00,3.32324e-13,3.32324e-13,3.32324e-13
1.36657e+00,2.93338e-13,2.93338e-13,2.93338e-13
1.38174e+00,2.58925e-13,2.58925e-13,2.58925e-13
1.39709e+00,2.28550e-13,2.28550e-13,2.28550e-13
1.41260e+00,2.01738e-13,2.01738e-13,2.01738e-13
1.42828e+00,1.78071e-13,1.78071e-13,1.78071e-13
1.44414e+00,1.57181e-13,1.57181e-13,1.57181e-13
1.46018e+00,1.38742e-13,1.38742e-13,1.38742e-13
1.47639e+00,1.22466e-13,1.22466e-13,1.22466e-13
1.49279e+00,1.08099e-13,1.08099e-13,1.08099e-13
1.50936e+00,9.54173e-14,9.54173e-14,9.54173e-14
1.52612e+00,8.42236e-14,8.42236e-14,8.42236e-14
1.54307e+00,7.43430e-14,7.43430e-14,7.43430e-14
1.56021e+00,6.56216e-14,6.56216e-14,6.56216e-14
1.57753e+00,5.79233e-14,5.79233e-14,5.79233e-14
1.59505e+00,5.11281e-14,5.11281e-14,5.11281e-14
1.61276e+00,4.51301e-14,4.51301e-14,4.51301e-14
1.63067e+00,3.98357e-14,3.98357e-14,3.98357e-14
1.64877e+00,3.51625e-14,3.51625e-14,3.51625e-14
1.66708e+00,3.10374e-14,3.10374e-14,3.10374e-14
1.68559e+00,2.73963e-14,2.73963e-14,2.73963e-14
1.70431e+00,2.41824e-14,2.41824e-14,2.41824e-14
1.72324e+00,2.13455e-14,2.13455e-14,2.13455e-14
1.74237e+00,1.88414e-14,1.88414e-14,1.88414e-14
1.76172e+00,1.66310e-14,1.66310e-14,1.66310e-14
1.78128e+00,1.46800e-14,1.46800e-14,1.46800e-14
1.80106e+00,1.29578e-14,1.29578e-14,1.29578e-14
1.82106e+00,1.14377e-14,1.14377e-14,1.14377e-14
1.84128e+00,1.00959e-14,1.00959e-14,1.00959e-14
1.86173e+00,8.91152e-15,8.91152e-15,8.91152e-15
1.88240e+00,7.86608e-15,7.86608e-15,7.86608e-15
1.90330e+00,6.94328e-15,6.94328e-15,6.94328e-15
1.92444e+00,6.12874e-15,6.12874e-15,6.12874e-15
1.94580e+00,5.40976e-15,5.40976e-15,5.40976e-15
1.96741e+00,4.77512e-15,4.77512e-15,4.77512e-15
1.98926e+00,4.21494e-15,4.21494e-15,4.21494e-15
2.01135e+00,3.72047e-15,3.72047e-15,3.72047e-15
2.03368e+00,3.28401e-15,3.28401e-15,3.28401e-15
2.05626e+00,2.89875e-15,2.89875e-15,2.89875e-15
2.07910e+00,2.55869e-15,2.55869e-15,2.55869e-15
2.10218e+00,2.25852e-15,2.25852e-15,2.25852e-15
2.12553e+00,1.99356e-15,1.99356e-15,1.99356e-15
2.14913e+00,1.75969e-15,1.75969e-15,1.75969e-15
2.17299e+00,1.55326e-15,1.55326e-15,1.55326e-15
2.19712e+00,1.37104e-15,1.37104e-15,1.37104e-15
2.22152e+00,1.21020e-15,1.21020e-15,1.21020e-15
2.24619e+00,1.06823e-15,1.06823e-15,1.06823e-15
2.27113e+00,9.42909e-16,9.42909e-16,9.42909e-16
2.29635e+00,8.32293e-16,8.32293e-16,8.32293e-16
2.32185e+00,7.34654e-16,7.34654e-16,7.34654e-16
2.34763e+00,6.48469e-16,6.48469e-16,6.48469e-16
2.37370e+00,5.72395e-16,5.72395e-16,5.72395e-16
2.40005e+00,5.05245e-16,5.05245e-16,5.05245e-16
2.42670e+00,4.45973e-16,4.45973e-16,4.45973e-16
2.45365e+00,3.93655e-16,3.93655e-16,3.93655e-16
2.48090e+00,3.47474e-16,3.47474e-16,3.47474e-16
2.50844e+00,3.06710e-16,3.06710e-16,3.06710e-16
2.53630e+00,2.70729e-16,2.70729e-16,2.70729e-16
2.56446e+00,2.38969e-16,2.38969e-16,2.38969e-16
2.59294e+00,2.10935e-16,2.10935e-16,2.10935e-16
2.62173e+00,1.86189e-16,1.86189e-16,1.86189e-16
2.65084e+00,1.64347e-16,1.64347e-16,1.64347e-16
2.68028e+00,1.45067e-16,1.45067e-16,1.45067e-16
2.71004e+00,1.28048e-16,1.28048e-16,1.28048e-16
2.74013e+00,1.13027e-16,1.13027e-16,1.13027e-16
2.77056e+00,9.97671e-17,9.97671e-17,9.97671e-17
2.80132e+00,8.80631e-17,8.80631e-17,8.80631e-17
2.83243e+00,7.77321e-17,7.77321e-17,7.77321e-17
2.86388e+00,6.86131e-17,6.86131e-17,6.86131e-17
2.89568e+00,6.05639e-17,6.05639e-17,6.05639e-17
2.92784e+00,5.34589e-17,5.34589e-17,5.34589e-17
2.96035e+00,4.71875e-17,4.71875e-17,4.71875e-17
2.99322e+00,4.16518e-17,4.16518e-17,4.16518e-17
3.02646e+00,3.67655e-17,3.67655e-17,3.67655e-17
3.06006e+00,3.24524e-17,3.24524e-17,3.24524e-17
3.09404e+00,2.86453e-17,2.86453e-17,2.86453e-17
3.12840e+00,2.52848e-17,2.52848e-17,2.52848e-17
3.16314e+00,2.23186e-17,2.23186e-17,2.23186e-17
3.19826e+00,1.97003e-17,1.97003e-17,1.97003e-17
3.23377e+00,1.73892e-17,1.73892e-17,1.73892e-17
3.26968e+00,1.53492e-17,1.53492e-17,1.53492e-17
3.30599e+00,1.35485e-17,1.35485e-17,1.35485e-17
3.34270e+00,1.19591e-17,1.19591e-17,1.19591e-17
3.37982e+00,1.05562e-17,1.05562e-17,1.05562e-17
3.41735e+00,9.31777e-18,9.31777e-18,9.31777e-18
3.45529e+00,8.22467e-18,8.22467e-18,8.22467e-18
3.49366e+00,7.25981e-18,7.25981e-18,7.25981e-18
3.53246e+00,6.40814e-18,6.40814e-18,6.40814e-18
3.57168e+00,5.65638e-18,5.65638e-18,5.65638e-18
3.61134e+00,4.99281e-18,4.99281e-18,4.99281e-18
3.65144e+00,4.40709e-18,4.40709e-18,4.40709e-18
3.69199e+00,3.89008e-18,3.89008e-18,3.89008e-18
3.73298e+00,3.43372e-18,3.43372e-18,3.43372e-18
3.77444e+00,3.03090e-18,3.03090e-18,3.03090e-18
3.81635e+00,2.67533e-18,2.67533e-18,2.67533e-18
3.85873e+00,2.36148e-18,2.36148e-18,2.36148e-18
3.90157e+00,2.08445e-18,2.08445e-18,2.08445e-18
3.94490e+00,1.83991e-18,1.83991e-18,1.83991e-18
3.98870e+00,1.62407e-18,1.62407e-18,1.62407e-18
4.03299e+00,1.43354e-18,1.43354e-18,1.43354e-18
4.07778e+00,1.26537e-18,1.26537e-18,1.26537e-18
4.12306e+00,1.11692e-18,1.11692e-18,1.11692e-18
4.16884e+00,9.85894e-19,9.85894e-19,9.85894e-19
4.21513e+00,8.70235e-19,8.70235e-19,8.70235e-19
4.26193e+00,7.68145e-19,7.68145e-19,7.68145e-19
4.30926e+00,6.78031e-19,6.78031e-19,6.78031e-19
4.35711e+00,5.98489e-19,5.98489e-19,5.98489e-19
4.40549e+00,5.28278e-19,5.28278e-19,5.28278e-19
4.45441e+00,4.66304e-19,4.66304e-19,4.66304e-19
4.50387e+00,4.11601e-19,4.11601e-19,4.11601e-19
4.55389e+00,3.63314e-19,3.63314e-19,3.63314e-19
4.60445e+00,3.20693e-19,3.20693e-19,3.20693e-19
4.65558e+00,2.83071e-19,2.83071e-19,2.83071e-19
4.70728e+00,2.49863e-19,2.49863e-19,2.49863e-19
4.75955e+00,2.20551e-19,2.20551e-19,2.20551e-19
4.81240e+00,1.94677e-19,1.94677e-19,1.94677e-19
4.86583e+00,1.71839e-19,1.71839e-19,1.71839e-19
4.91987e+00,1.51680e-19,1.51680e-19,1.51680e-19
4.97450e+00,1.33886e-19,1.33886e-19,1.33886e-19
5.02973e+00,1.18179e-19,1.18179e-19,1.18179e-19
5.08558e+00,1.04315e-19,1.04315e-19,1.04315e-19
5.14206e+00,9.20778e-20,9.20778e-20,9.20777e-20
5.19915e+00,8.12758e-20,8.12758e-20,8.12758e-20
5.25689e+00,7.17411e-20,7.17411e-20,7.17411e-20
5.31526e+00,6.33249e-20,6.33249e-20,6.33249e-20
5.37428e+00,5.58960e-20,5.58960e-20,5.58960e-20
5.43396e+00,4.93387e-20,4.93387e-20,4.93387e-20
5.49430e+00,4.35506e-20,4.35506e-20,4.35506e-20
5.55531e+00,3.84415e-20,3.84415e-20,3.84415e-20
5.61699e+00,3.39318e-20,3.39318e-20,3.39318e-20
5.67936e+00,2.99512e-20,2.99512e-20,2.99512e-20
5.74243e+00,2.64375e-20,2.64375e-20,2.64375e-20
5.80619e+00,2.33360e-20,2.33360e-20,2.33360e-20
5.87067e+00,2.05984e-20,2.05984e-20,2.05984e-20
5.93585e+00,1.81820e-20,1.81819e-20,1.81819e-20
6.00177e+00,1.60490e-20,1.60490e-20,1.60489e-20
6.06841e+00,1.41662e-20,1.41662e-20,1.41662e-20
6.13579e+00,1.25043e-20,1.25043e-20,1.25043e-20
6.20393e+00,1.10374e-20,1.10374e-20,1.10374e-20
6.27282e+00,9.74260e-21,9.74257e-21,9.74256e-21
6.34247e+00,8.59967e-21,8.59964e-21,8.59962e-21
6.41290e+00,7.59083e-21,7.59079e-21,7.59078e-21
6.48411e+00,6.70033e-21,6.70029e-21,6.70028e-21
6.55611e+00,5.91431e-21,5.91426e-21,5.91425e-21
6.62891e+00,5.22049e-21,5.22045e-21,5.22043e-21
6.70252e+00,4.60807e-21,4.60802e-21,4.60800e-21
6.77694e+00,4.06750e-21,4.06745e-21,4.06742e-21
6.85219e+00,3.59035e-21,3.59029e-21,3.59026e-21
6.92828e+00,3.16917e-21,3.16911e-21,3.16908e-21
7.00521e+00,2.79740e-21,2.79733e-21,2.79731e-21
7.08300e+00,2.46925e-21,2.46918e-21,2.46915e-21
7.16165e+00,2.17960e-21,2.17952e-21,2.17949e-21
7.24117e+00,1.92393e-21,1.92384e-21,1.92381e-21
7.32158e+00,1.69826e-21,1.69816e-21,1.69812e-21
7.40288e+00,1.49906e-21,1.49895e-21,1.49891e-21
7.48508e+00,1.32323e-21,1.32312e-21,1.32307e-21
7.56820e+00,1.16803e-21,1.16791e-21,1.16786e-21
