freq_aligo,totalsignal_aligo,totalsignal_baseline,totalsignal_best
1.26491e+00,5.66597e+13,1.54911e+13,2.36213e+09
1.27896e+00,5.66597e+13,1.51918e+13,2.41489e+09
1.29316e+00,5.66597e+13,1.49100e+13,2.46883e+09
1.30752e+00,5.66597e+13,1.46443e+13,2.52397e+09
1.32204e+00,5.66597e+13,1.43934e+13,2.58035e+09
1.33672e+00,5.66597e+13,1.41561e+13,2.63798e+09
1.35156e+00,5.66597e+13,1.39315e+13,2.69690e+09
1.36657e+00,5.66597e+13,1.37186e+13,2.75713e+09
1.38174e+00,5.66597e+13,1.35165e+13,2.81871e+09
1.39709e+00,5.66597e+13,1.33246e+13,2.88166e+09
1.41260e+00,5.66597e+13,1.31420e+13,2.94602e+09
1.42828e+00,5.66597e+13,1.29682e+13,3.01182e+09
1.44414e+00,5.66597e+13,1.28026e+13,3.07908e+09
1.46018e+00,5.66597e+13,1.26446e+13,3.14785e+09
1.47639e+00,5.66597e+13,1.24938e+13,3.21815e+09
1.49279e+00,5.66597e+13,1.23498e+13,3.29003e+09
1.50936e+00,5.66597e+13,1.22120e+13,3.36351e+09
1.52612e+00,5.66597e+13,1.20803e+13,3.43862e+09
1.54307e+00,5.66597e+13,1.19541e+13,3.51542e+09
1.56021e+00,5.66597e+13,1.18332e+13,3.59393e+09
1.57753e+00,5.66597e+13,1.17173e+13,3.67419e+09
1.59505e+00,5.66596e+13,1.16061e+13,3.75625e+09
1.61276e+00,5.66596e+13,1.14993e+13,3.84014e+09
1.63067e+00,5.66596e+13,1.13968e+13,3.92590e+09
1.64877e+00,5.66596e+13,1.12982e+13,4.01357e+09
1.66708e+00,5.66596e+13,1.12035e+13,4.10321e+09
1.68559e+00,5.66596e+13,1.11123e+13,4.19484e+09
1.70431e+00,5.66596e+13,1.10246e+13,4.28852e+09
1.72324e+00,5.66596e+13,1.09401e+13,4.38430e+09
1.74237e+00,5.66596e+13,1.08587e+13,4.48221e+09
1.76172e+00,5.66596e+13,1.07802e+13,4.58230e+09
1.78128e+00,5.66596e+13,1.07045e+13,4.68464e+09
1.80106e+00,5.66596e+13,1.06315e+13,4.78925e+09
1.82106e+00,5.66596e+13,1.05611e+13,4.89621e+09
1.84128e+00,5.66596e+13,1.04931e+13,5.00555e+09
1.86173e+00,5.66595e+13,1.04274e+13,5.11733e+09
1.88240e+00,5.66595e+13,1.03640e+13,5.23160e+09
1.90330e+00,5.66595e+13,1.03026e+13,5.34843e+09
1.92444e+00,5.66595e+13,1.02434e+13,5.46787e+09
1.94580e+00,5.66595e+13,1.01860e+13,5.58997e+09
1.96741e+00,5.66595e+13,1.01306e+13,5.71480e+09
1.98926e+00,5.66595e+13,1.00769e+13,5.84241e+09
2.01135e+00,5.66595e+13,1.00249e+13,5.97288e+09
2.03368e+00,5.66595e+13,9.97463e+12,6.10625e+09
2.05626e+00,5.66595e+13,9.92592e+12,6.24260e+09
2.07910e+00,5.66595e+13,9.87873e+12,6.38198e+09
2.10218e+00,5.66594e+13,9.83299e+12,6.52448e+09
2.12553e+00,5.66594e+13,9.78867e+12,6.67014e+09
2.14913e+00,5.66594e+13,9.74570e+12,6.81905e+09
2.17299e+00,5.66594e+13,9.70403e+12,6.97133e+09
2.19712e+00,5.66594e+13,9.66362e+12,7.12729e+09
2.22152e+00,5.66594e+13,9.62441e+12,7.28672e+09
2.24619e+00,5.66594e+13,9.58636e+12,7.44940e+09
2.27113e+00,5.66594e+13,9.54944e+12,7.61568e+09
2.29635e+00,5.66593e+13,9.51359e+12,7.78570e+09
2.32185e+00,5.66593e+13,9.47879e+12,7.95952e+09
2.34763e+00,5.66593e+13,9.44500e+12,8.13723e+09
2.37370e+00,5.66593e+13,9.41217e+12,8.31892e+09
2.40005e+00,5.66593e+13,9.38028e+12,8.50466e+09
2.42670e+00,5.66593e+13,9.34930e+12,8.69456e+09
2.45365e+00,5.66593e+13,9.31919e+12,8.88870e+09
2.48090e+00,5.66593e+13,9.28993e+12,9.08717e+09
2.50844e+00,5.66592e+13,9.26148e+12,9.29008e+09
2.53630e+00,5.66592e+13,9.23382e+12,9.49751e+09
2.56446e+00,5.66592e+13,9.20693e+12,9.70958e+09
2.59294e+00,5.66592e+13,9.18077e+12,9.92639e+09
2.62173e+00,5.66592e+13,9.15533e+12,1.01480e+10
2.65084e+00,5.66592e+13,9.13058e+12,1.03746e+10
2.68028e+00,5.66591e+13,9.10650e+12,1.06063e+10
2.71004e+00,5.66591e+13,9.08307e+12,1.08431e+10
2.74013e+00,5.66591e+13,9.06026e+12,1.10852e+10
2.77056e+00,5.66591e+13,9.03807e+12,1.13327e+10
2.80132e+00,5.66591e+13,9.01647e+12,1.15858e+10
2.83243e+00,5.66591e+13,8.99543e+12,1.18444e+10
2.86388e+00,5.66590e+13,8.97495e+12,1.21089e+10
2.89568e+00,5.66590e+13,8.95501e+12,1.23793e+10
2.92784e+00,5.66590e+13,8.93559e+12,1.26557e+10
2.96035e+00,5.66590e+13,8.91668e+12,1.29383e+10
2.99322e+00,5.66590e+13,8.89825e+12,1.32271e+10
3.02646e+00,5.66589e+13,8.88030e+12,1.35225e+10
3.06006e+00,5.66589e+13,8.86281e+12,1.38244e+10
3.09404e+00,5.66589e+13,8.84578e+12,1.41330e+10
3.12840e+00,5.66589e+13,8.82917e+12,1.44486e+10
3.16314e+00,5.66588e+13,8.81299e+12,1.47712e+10
3.19826e+00,5.66588e+13,8.79722e+12,1.51010e+10
3.23377e+00,5.66588e+13,8.78185e+12,1.54381e+10
3.26968e+00,5.66588e+13,8.76687e+12,1.57828e+10
3.30599e+00,5.66587e+13,8.75226e+12,1.61351e+10
3.34270e+00,5.66587e+13,8.73802e+12,1.64954e+10
