freq_aligo,totalsignal_aligo,totalsignal_baseline,totalsignal_best
5.77350e+00,5.66563e+13,4.90927e+12,4.54819e+10
5.78620e+00,5.66563e+13,4.91925e+12,4.56829e+10
5.79893e+00,5.66563e+13,4.92923e+12,4.58848e+10
5.81169e+00,5.66563e+13,4.93920e+12,4.60876e+10
5.82447e+00,5.66563e+13,4.94918e+12,4.62913e+10
5.83728e+00,5.66562e+13,4.95915e+12,4.64959e+10
5.85012e+00,5.66562e+13,4.96913e+12,4.67014e+10
5.86299e+00,5.66562e+13,4.97910e+12,4.69078e+10
5.87589e+00,5.66562e+13,4.98907e+12,4.71152e+10
5.88881e+00,5.66562e+13,4.99904e+12,4.73234e+10
5.90176e+00,5.66562e+13,5.00901e+12,4.75326e+10
5.91475e+00,5.66561e+13,5.01898e+12,4.77427e+10
5.92776e+00,5.66561e+13,5.02895e+12,4.79538e+10
5.94079e+00,5.66561e+13,5.03891e+12,4.81657e+10
5.95386e+00,5.66561e+13,5.04888e+12,4.83787e+10
5.96696e+00,5.66561e+13,5.05884e+12,4.85925e+10
5.98008e+00,5.66561e+13,5.06880e+12,4.88073e+10
5.99324e+00,5.66560e+13,5.07876e+12,4.90231e+10
6.00642e+00,5.66560e+13,5.08872e+12,4.92398e+10
6.01963e+00,5.66560e+13,5.09868e+12,4.94575e+10
6.03287e+00,5.66560e+13,5.10864e+12,4.96761e+10
6.04614e+00,5.66560e+13,5.11859e+12,4.98958e+10
6.05944e+00,5.66560e+13,5.12854e+12,5.01163e+10
6.07277e+00,5.66559e+13,5.13849e+12,5.03379e+10
6.08613e+00,5.66559e+13,5.14844e+12,5.05605e+10
6.09952e+00,5.66559e+13,5.15839e+12,5.07840e+10
6.11293e+00,5.66559e+13,5.16833e+12,5.10085e+10
6.12638e+00,5.66559e+13,5.17828e+12,5.12341e+10
6.13986e+00,5.66559e+13,5.18822e+12,5.14606e+10
6.15336e+00,5.66558e+13,5.19816e+12,5.16881e+10
