freq_aligo,totalnoise_aligo,totalnoise_baseline,totalnoise_best
4.13118e+02,1.95563e-11,2.44849e-11,5.52240e-11
4.14212e+02,1.95556e-11,2.44849e-11,5.52803e-11
4.15308e+02,1.95550e-11,2.44849e-11,5.53376e-11
4.16407e+02,1.95544e-11,2.44848e-11,5.53958e-11
4.17510e+02,1.95538e-11,2.44848e-11,5.54550e-11
4.18615e+02,1.95531e-11,2.44848e-11,5.55152e-11
4.19723e+02,1.95525e-11,2.44848e-11,5.55765e-11
4.20834e+02,1.95519e-11,2.44848e-11,5.56387e-11
4.21948e+02,1.95513e-11,2.44847e-11,5.57021e-11
4.23065e+02,1.95507e-11,2.44847e-11,5.57665e-11
4.24185e+02,1.95501e-11,2.44847e-11,5.58321e-11
4.25307e+02,1.95495e-11,2.44847e-11,5.58988e-11
4.26433e+02,1.95489e-11,2.44847e-11,5.59666e-11
4.27562e+02,1.95484e-11,2.44847e-11,5.60357e-11
4.28694e+02,1.95478e-11,2.44847e-11,5.61059e-11
4.29829e+02,1.95472e-11,2.44847e-11,5.61774e-11
4.30966e+02,1.95466e-11,2.44847e-11,5.62502e-11
4.32107e+02,1.95460e-11,2.44847e-11,5.63242e-11
4.33251e+02,1.95455e-11,2.44847e-11,5.63996e-11
4.34398e+02,1.95449e-11,2.44847e-11,5.64763e-11
4.35548e+02,1.95444e-11,2.44847e-11,5.65544e-11
4.36700e+02,1.95438e-11,2.44847e-11,5.66339e-11
4.37856e+02,1.95432e-11,2.44847e-11,5.67148e-11
4.39015e+02,1.95427e-11,2.44848e-11,5.67972e-11
4.40178e+02,1.95421e-11,2.44848e-11,5.68811e-11
4.41343e+02,1.95416e-11,2.44848e-11,5.69666e-11
4.42511e+02,1.95411e-11,2.44848e-11,5.70536e-11
4.43682e+02,1.95405e-11,2.44848e-11,5.71422e-11
4.44857e+02,1.95400e-11,2.44849e-11,5.72325e-11
4.46034e+02,1.95395e-11,2.44849e-11,5.73245e-11
4.47215e+02,1.95389e-11,2.44849e-11,5.74181e-11
4.48399e+02,1.95384e-11,2.44849e-11,5.75136e-11
4.49586e+02,1.95379e-11,2.44850e-11,5.76108e-11
4.50776e+02,1.95374e-11,2.44850e-11,5.77099e-11
4.51969e+02,1.95368e-11,2.44850e-11,5.78109e-11
4.53165e+02,1.95363e-11,2.44851e-11,5.79138e-11
4.54365e+02,1.95358e-11,2.44851e-11,5.80187e-11
4.55567e+02,1.95353e-11,2.44852e-11,5.81257e-11
4.56773e+02,1.95348e-11,2.44852e-11,5.82347e-11
4.57982e+02,1.95343e-11,2.44853e-11,5.83458e-11
4.59195e+02,1.95338e-11,2.44853e-11,5.84592e-11
4.60410e+02,1.95333e-11,2.44854e-11,5.85748e-11
4.61629e+02,1.95328e-11,2.44854e-11,5.86926e-11
4.62851e+02,1.95323e-11,2.44855e-11,5.88129e-11
4.64076e+02,1.95319e-11,2.44855e-11,5.89355e-11
4.65304e+02,1.95314e-11,2.44856e-11,5.90606e-11
4.66536e+02,1.95309e-11,2.44856e-11,5.91882e-11
4.67771e+02,1.95304e-11,2.44857e-11,5.93185e-11
4.69009e+02,1.95300e-11,2.44858e-11,5.94514e-11
4.70251e+02,1.95295e-11,2.44858e-11,5.95871e-11
4.71495e+02,1.95290e-11,2.44859e-11,5.97256e-11
4.72743e+02,1.95286e-11,2.44860e-11,5.98670e-11
4.73995e+02,1.95281e-11,2.44860e-11,6.00113e-11
4.75249e+02,1.95276e-11,2.44861e-11,6.01587e-11
4.76507e+02,1.95272e-11,2.44862e-11,6.03092e-11
4.77769e+02,1.95267e-11,2.44863e-11,6.04630e-11
4.79033e+02,1.95263e-11,2.44863e-11,6.06201e-11
4.80301e+02,1.95258e-11,2.44864e-11,6.07805e-11
4.81573e+02,1.95254e-11,2.44865e-11,6.09445e-11
4.82848e+02,1.95250e-11,2.44866e-11,6.11120e-11
4.84126e+02,1.95245e-11,2.44867e-11,6.12833e-11
4.85407e+02,1.95241e-11,2.44867e-11,6.14583e-11
4.86692e+02,1.95236e-11,2.44868e-11,6.16373e-11
4.87980e+02,1.95232e-11,2.44869e-11,6.18204e-11
4.89272e+02,1.95228e-11,2.44870e-11,6.20075e-11
4.90567e+02,1.95224e-11,2.44871e-11,6.21990e-11
4.91866e+02,1.95220e-11,2.44872e-11,6.23948e-11
4.93168e+02,1.95215e-11,2.44873e-11,6.25952e-11
4.94473e+02,1.95211e-11,2.44874e-11,6.28003e-11
4.95782e+02,1.95207e-11,2.44875e-11,6.30102e-11
4.97094e+02,1.95203e-11,2.44876e-11,6.32251e-11
4.98410e+02,1.95199e-11,2.44877e-11,6.34451e-11
4.99729e+02,1.95195e-11,2.44878e-11,6.36704e-11
5.01052e+02,1.95191e-11,2.44879e-11,6.39012e-11
5.02378e+02,1.95187e-11,2.44881e-11,6.41376e-11
5.03708e+02,1.95183e-11,2.44882e-11,6.43799e-11
5.05042e+02,1.95179e-11,2.44883e-11,6.46282e-11
5.06378e+02,1.95175e-11,2.44884e-11,6.48827e-11
5.07719e+02,1.95171e-11,2.44885e-11,6.51436e-11
5.09063e+02,1.95167e-11,2.44886e-11,6.54112e-11
5.10410e+02,1.95163e-11,2.44888e-11,6.56857e-11
5.11761e+02,1.95160e-11,2.44889e-11,6.59673e-11
5.13116e+02,1.95156e-11,2.44890e-11,6.62563e-11
5.14474e+02,1.95152e-11,2.44891e-11,6.65530e-11
5.15836e+02,1.95148e-11,2.44893e-11,6.68575e-11
5.17201e+02,1.95145e-11,2.44894e-11,6.71703e-11
5.18570e+02,1.95141e-11,2.44895e-11,6.74916e-11
5.19943e+02,1.95137e-11,2.44897e-11,6.78217e-11
5.21319e+02,1.95134e-11,2.44898e-11,6.81609e-11
5.22699e+02,1.95130e-11,2.44900e-11,6.85097e-11
5.24083e+02,1.95126e-11,2.44901e-11,6.88683e-11
5.25470e+02,1.95123e-11,2.44902e-11,6.92372e-11
5.26861e+02,1.95119e-11,2.44904e-11,6.96167e-11
5.28256e+02,1.95116e-11,2.44905e-11,7.00074e-11
5.29654e+02,1.95112e-11,2.44907e-11,7.04096e-11
5.31056e+02,1.95109e-11,2.44908e-11,7.08238e-11
5.32462e+02,1.95105e-11,2.44910e-11,7.12505e-11
5.33871e+02,1.95102e-11,2.44911e-11,7.16903e-11
5.35284e+02,1.95098e-11,2.44913e-11,7.21437e-11
5.36701e+02,1.95095e-11,2.44915e-11,7.26112e-11
5.38122e+02,1.95092e-11,2.44916e-11,7.30936e-11
5.39546e+02,1.95088e-11,2.44918e-11,7.35914e-11
5.40974e+02,1.95085e-11,2.44919e-11,7.41054e-11
5.42406e+02,1.95082e-11,2.44921e-11,7.46364e-11
5.43842e+02,1.95079e-11,2.44923e-11,7.51850e-11
5.45282e+02,1.95075e-11,2.44925e-11,7.57521e-11
5.46725e+02,1.95072e-11,2.44926e-11,7.63387e-11
5.48172e+02,1.95069e-11,2.44928e-11,7.69456e-11
5.49623e+02,1.95066e-11,2.44930e-11,7.75739e-11
5.51078e+02,1.95063e-11,2.44932e-11,7.82247e-11
5.52537e+02,1.95059e-11,2.44933e-11,7.88990e-11
5.53999e+02,1.95056e-11,2.44935e-11,7.95982e-11
5.55466e+02,1.95053e-11,2.44937e-11,8.03235e-11
5.56936e+02,1.95050e-11,2.44939e-11,8.10763e-11
5.58410e+02,1.95047e-11,2.44941e-11,8.18581e-11
5.59888e+02,1.95044e-11,2.44943e-11,8.26706e-11
5.61371e+02,1.95041e-11,2.44945e-11,8.35155e-11
5.62856e+02,1.95038e-11,2.44947e-11,8.43946e-11
5.64346e+02,1.95035e-11,2.44949e-11,8.53099e-11
5.65840e+02,1.95032e-11,2.44951e-11,8.62637e-11
5.67338e+02,1.95029e-11,2.44953e-11,8.72583e-11
5.68840e+02,1.95026e-11,2.44955e-11,8.82962e-11
5.70345e+02,1.95024e-11,2.44957e-11,8.93801e-11
5.71855e+02,1.95021e-11,2.44959e-11,9.05132e-11
5.73369e+02,1.95018e-11,2.44961e-11,9.16986e-11
5.74887e+02,1.95015e-11,2.44963e-11,9.29399e-11
5.76408e+02,1.95012e-11,2.44965e-11,9.42409e-11
5.77934e+02,1.95009e-11,2.44967e-11,9.56059e-11
5.79464e+02,1.95007e-11,2.44969e-11,9.70397e-11
5.80998e+02,1.95004e-11,2.44972e-11,9.85472e-11
5.82536e+02,1.95001e-11,2.44974e-11,1.00134e-10
5.84078e+02,1.94999e-11,2.44976e-11,1.01807e-10
5.85624e+02,1.94996e-11,2.44978e-11,1.03572e-10
5.87174e+02,1.94993e-11,2.44981e-11,1.05437e-10
5.88728e+02,1.94991e-11,2.44983e-11,1.07411e-10
5.90286e+02,1.94988e-11,2.44985e-11,1.09503e-10
5.91849e+02,1.94985e-11,2.44988e-11,1.11724e-10
5.93416e+02,1.94983e-11,2.44990e-11,1.14086e-10
5.94986e+02,1.94980e-11,2.44993e-11,1.16602e-10
5.96561e+02,1.94978e-11,2.44995e-11,1.19287e-10
5.98140e+02,1.94975e-11,2.44997e-11,1.22160e-10
5.99724e+02,1.94973e-11,2.45000e-11,1.25238e-10
6.01311e+02,1.94970e-11,2.45002e-11,1.28546e-10
6.02903e+02,1.94968e-11,2.45005e-11,1.32109e-10
6.04499e+02,1.94965e-11,2.45007e-11,1.35957e-10
6.06099e+02,1.94963e-11,2.45010e-11,1.40126e-10
6.07703e+02,1.94960e-11,2.45013e-11,1.44656e-10
6.09312e+02,1.94958e-11,2.45015e-11,1.49596e-10
6.10925e+02,1.94956e-11,2.45018e-11,1.55003e-10
6.12542e+02,1.94953e-11,2.45021e-11,1.60947e-10
6.14163e+02,1.94951e-11,2.45023e-11,1.67508e-10
6.15789e+02,1.94949e-11,2.45026e-11,1.74790e-10
6.17419e+02,1.94946e-11,2.45029e-11,1.82914e-10
6.19053e+02,1.94944e-11,2.45031e-11,1.92036e-10
6.20692e+02,1.94942e-11,2.45034e-11,2.02349e-10
6.22335e+02,1.94940e-11,2.45037e-11,2.14101e-10
