freq_aligo,strain_aligo,strain_baseline,strain_best
5.77350e+00,2.48734e-20,2.48734e-20,2.48762e-20
5.78620e+00,2.42635e-20,2.42634e-20,2.42662e-20
5.79893e+00,2.36684e-20,2.36684e-20,2.36712e-20
5.81169e+00,2.30880e-20,2.30880e-20,2.30908e-20
5.82447e+00,2.25218e-20,2.25218e-20,2.25246e-20
5.83728e+00,2.19695e-20,2.19695e-20,2.19723e-20
5.85012e+00,2.14308e-20,2.14308e-20,2.14336e-20
5.86299e+00,2.09052e-20,2.09052e-20,2.09080e-20
5.87589e+00,2.03926e-20,2.03926e-20,2.03954e-20
5.88881e+00,1.98925e-20,1.98925e-20,1.98953e-20
5.90176e+00,1.94047e-20,1.94047e-20,1.94075e-20
5.91475e+00,1.89288e-20,1.89288e-20,1.89316e-20
5.92776e+00,1.84646e-20,1.84646e-20,1.84675e-20
5.94079e+00,1.80118e-20,1.80118e-20,1.80147e-20
5.95386e+00,1.75701e-20,1.75701e-20,1.75730e-20
5.96696e+00,1.71393e-20,1.71392e-20,1.71421e-20
5.98008e+00,1.67189e-20,1.67189e-20,1.67218e-20
5.99324e+00,1.63090e-20,1.63089e-20,1.63118e-20
6.00642e+00,1.59090e-20,1.59090e-20,1.59119e-20
6.01963e+00,1.55189e-20,1.55189e-20,1.55217e-20
6.03287e+00,1.51383e-20,1.51383e-20,1.51412e-20
6.04614e+00,1.47671e-20,1.47671e-20,1.47699e-20
6.05944e+00,1.44049e-20,1.44049e-20,1.44078e-20
6.07277e+00,1.40517e-20,1.40517e-20,1.40545e-20
6.08613e+00,1.37071e-20,1.37071e-20,1.37100e-20
6.09952e+00,1.33710e-20,1.33709e-20,1.33738e-20
6.11293e+00,1.30431e-20,1.30431e-20,1.30459e-20
6.12638e+00,1.27232e-20,1.27232e-20,1.27261e-20
6.13986e+00,1.24112e-20,1.24112e-20,1.24141e-20
6.15336e+00,1.21069e-20,1.21068e-20,1.21097e-20
6.16690e+00,1.18100e-20,1.18099e-20,1.18128e-20
6.18046e+00,1.15203e-20,1.15203e-20,1.15232e-20
6.19406e+00,1.12378e-20,1.12378e-20,1.12407e-20
6.20768e+00,1.09623e-20,1.09622e-20,1.09651e-20
6.22134e+00,1.06934e-20,1.06934e-20,1.06963e-20
6.23502e+00,1.04312e-20,1.04312e-20,1.04341e-20
6.24873e+00,1.01754e-20,1.01754e-20,1.01783e-20
6.26248e+00,9.92587e-21,9.92584e-21,9.92874e-21
6.27626e+00,9.68246e-21,9.68243e-21,9.68534e-21
6.29006e+00,9.44502e-21,9.44499e-21,9.44790e-21
6.30390e+00,9.21340e-21,9.21337e-21,9.21628e-21
6.31776e+00,8.98746e-21,8.98743e-21,8.99034e-21
6.33166e+00,8.76706e-21,8.76703e-21,8.76995e-21
6.34559e+00,8.55207e-21,8.55204e-21,8.55496e-21
6.35954e+00,8.34235e-21,8.34232e-21,8.34524e-21
6.37353e+00,8.13777e-21,8.13774e-21,8.14066e-21
6.38755e+00,7.93822e-21,7.93818e-21,7.94110e-21
6.40160e+00,7.74355e-21,7.74352e-21,7.74644e-21
6.41568e+00,7.55366e-21,7.55362e-21,7.55654e-21
6.42980e+00,7.36842e-21,7.36839e-21,7.37131e-21
6.44394e+00,7.18773e-21,7.18769e-21,7.19062e-21
6.45811e+00,7.01147e-21,7.01143e-21,7.01435e-21
6.47232e+00,6.83953e-21,6.83949e-21,6.84242e-21
6.48656e+00,6.67180e-21,6.67177e-21,6.67469e-21
6.50082e+00,6.50819e-21,6.50816e-21,6.51108e-21
6.51512e+00,6.34860e-21,6.34856e-21,6.35148e-21
6.52946e+00,6.19291e-21,6.19287e-21,6.19580e-21
6.54382e+00,6.04105e-21,6.04101e-21,6.04393e-21
6.55821e+00,5.89291e-21,5.89287e-21,5.89579e-21
6.57264e+00,5.74840e-21,5.74836e-21,5.75128e-21
6.58709e+00,5.60743e-21,5.60739e-21,5.61032e-21
6.60158e+00,5.46992e-21,5.46988e-21,5.47281e-21
6.61611e+00,5.33579e-21,5.33574e-21,5.33867e-21
6.63066e+00,5.20494e-21,5.20490e-21,5.20782e-21
6.64524e+00,5.07730e-21,5.07726e-21,5.08019e-21
6.65986e+00,4.95280e-21,4.95275e-21,4.95568e-21
6.67451e+00,4.83134e-21,4.83130e-21,4.83422e-21
6.68919e+00,4.71287e-21,4.71282e-21,4.71574e-21
6.70391e+00,4.59730e-21,4.59725e-21,4.60017e-21
6.71865e+00,4.48456e-21,4.48451e-21,4.48743e-21
6.73343e+00,4.37459e-21,4.37454e-21,4.37746e-21
6.74824e+00,4.26732e-21,4.26726e-21,4.27019e-21
6.76308e+00,4.16267e-21,4.16262e-21,4.16554e-21
6.77796e+00,4.06059e-21,4.06054e-21,4.06346e-21
6.79287e+00,3.96102e-21,3.96097e-21,3.96388e-21
6.80781e+00,3.86389e-21,3.86383e-21,3.86675e-21
6.82279e+00,3.76914e-21,3.76908e-21,3.77200e-21
6.83779e+00,3.67671e-21,3.67665e-21,3.67957e-21
6.85284e+00,3.58655e-21,3.58649e-21,3.58940e-21
6.86791e+00,3.49860e-21,3.49854e-21,3.50145e-21
6.88302e+00,3.41281e-21,3.41275e-21,3.41566e-21
6.89816e+00,3.32912e-21,3.32906e-21,3.33197e-21
6.91333e+00,3.24749e-21,3.24742e-21,3.25033e-21
6.92854e+00,3.16785e-21,3.16779e-21,3.17069e-21
6.94378e+00,3.09017e-21,3.09011e-21,3.09300e-21
6.95905e+00,3.01439e-21,3.01433e-21,3.01723e-21
6.97436e+00,2.94048e-21,2.94041e-21,2.94330e-21
6.98970e+00,2.86837e-21,2.86830e-21,2.87120e-21
7.00507e+00,2.79804e-21,2.79797e-21,2.80086e-21
7.02048e+00,2.72942e-21,2.72935e-21,2.73224e-21
7.03592e+00,2.66249e-21,2.66242e-21,2.66531e-21
7.05140e+00,2.59721e-21,2.59713e-21,2.60001e-21
7.06691e+00,2.53352e-21,2.53345e-21,2.53632e-21
7.08246e+00,2.47140e-21,2.47132e-21,2.47419e-21
7.09804e+00,2.41080e-21,2.41072e-21,2.41359e-21
7.11365e+00,2.35168e-21,2.35160e-21,2.35447e-21
7.12930e+00,2.29402e-21,2.29393e-21,2.29680e-21
7.14498e+00,2.23776e-21,2.23768e-21,2.24054e-21
7.16069e+00,2.18289e-21,2.18281e-21,2.18567e-21
7.17645e+00,2.12937e-21,2.12928e-21,2.13213e-21
7.19223e+00,2.07715e-21,2.07707e-21,2.07992e-21
7.20805e+00,2.02622e-21,2.02613e-21,2.02898e-21
7.22391e+00,1.97654e-21,1.97645e-21,1.97929e-21
7.23980e+00,1.92807e-21,1.92798e-21,1.93082e-21
7.25572e+00,1.88080e-21,1.88070e-21,1.88353e-21
7.27168e+00,1.83468e-21,1.83458e-21,1.83741e-21
7.28768e+00,1.78969e-21,1.78960e-21,1.79242e-21
7.30371e+00,1.74581e-21,1.74571e-21,1.74853e-21
7.31977e+00,1.70300e-21,1.70290e-21,1.70572e-21
7.33587e+00,1.66125e-21,1.66114e-21,1.66395e-21
7.35201e+00,1.62052e-21,1.62041e-21,1.62321e-21
7.36818e+00,1.58078e-21,1.58067e-21,1.58347e-21
7.38439e+00,1.54202e-21,1.54191e-21,1.54471e-21
7.40063e+00,1.50421e-21,1.50410e-21,1.50689e-21
7.41691e+00,1.46733e-21,1.46722e-21,1.47000e-21
7.43322e+00,1.43136e-21,1.43124e-21,1.43402e-21
7.44958e+00,1.39626e-21,1.39615e-21,1.39892e-21
7.46596e+00,1.36203e-21,1.36191e-21,1.36467e-21
7.48238e+00,1.32864e-21,1.32851e-21,1.33127e-21
7.49884e+00,1.29606e-21,1.29594e-21,1.29869e-21
7.51534e+00,1.26428e-21,1.26416e-21,1.26690e-21
7.53187e+00,1.23329e-21,1.23316e-21,1.23590e-21
7.54844e+00,1.20305e-21,1.20292e-21,1.20565e-21
7.56504e+00,1.17356e-21,1.17342e-21,1.17615e-21
7.58168e+00,1.14479e-21,1.14465e-21,1.14737e-21
7.59836e+00,1.11672e-21,1.11658e-21,1.11929e-21
7.61507e+00,1.08934e-21,1.08920e-21,1.09191e-21
7.63182e+00,1.06264e-21,1.06249e-21,1.06519e-21
7.64861e+00,1.03659e-21,1.03644e-21,1.03913e-21
7.66543e+00,1.01118e-21,1.01103e-21,1.01371e-21
7.68229e+00,9.86387e-22,9.86235e-22,9.88909e-22
7.69919e+00,9.62207e-22,9.62052e-22,9.64719e-22
7.71613e+00,9.38619e-22,9.38462e-22,9.41121e-22
7.73310e+00,9.15611e-22,9.15450e-22,9.18101e-22
7.75011e+00,8.93167e-22,8.93003e-22,8.95646e-22
7.76716e+00,8.71273e-22,8.71106e-22,8.73741e-22
7.78424e+00,8.49916e-22,8.49747e-22,8.52372e-22
7.80136e+00,8.29083e-22,8.28911e-22,8.31528e-22
7.81853e+00,8.08762e-22,8.08586e-22,8.11194e-22
7.83572e+00,7.88938e-22,7.88760e-22,7.91359e-22
7.85296e+00,7.69601e-22,7.69419e-22,7.72010e-22
7.87023e+00,7.50739e-22,7.50553e-22,7.53135e-22
7.88754e+00,7.32339e-22,7.32150e-22,7.34722e-22
7.90489e+00,7.14390e-22,7.14198e-22,7.16761e-22
7.92228e+00,6.96882e-22,6.96687e-22,6.99240e-22
7.93971e+00,6.79804e-22,6.79604e-22,6.82148e-22
7.95717e+00,6.63144e-22,6.62941e-22,6.65475e-22
7.97468e+00,6.46893e-22,6.46686e-22,6.49210e-22
7.99222e+00,6.31041e-22,6.30831e-22,6.33344e-22
8.00980e+00,6.15578e-22,6.15363e-22,6.17867e-22
8.02742e+00,6.00494e-22,6.00276e-22,6.02769e-22
8.04507e+00,5.85780e-22,5.85558e-22,5.88041e-22
8.06277e+00,5.71427e-22,5.71201e-22,5.73673e-22
8.08050e+00,5.57427e-22,5.57196e-22,5.59658e-22
8.09828e+00,5.43770e-22,5.43535e-22,5.45986e-22
8.11609e+00,5.30448e-22,5.30209e-22,5.32649e-22
8.13394e+00,5.17453e-22,5.17210e-22,5.19638e-22
8.15184e+00,5.04777e-22,5.04529e-22,5.06947e-22
8.16977e+00,4.92412e-22,4.92160e-22,4.94566e-22
8.18774e+00,4.80350e-22,4.80093e-22,4.82488e-22
8.20575e+00,4.68585e-22,4.68323e-22,4.70706e-22
8.22380e+00,4.57108e-22,4.56842e-22,4.59213e-22
8.24189e+00,4.45913e-22,4.45642e-22,4.48001e-22
8.26002e+00,4.34992e-22,4.34716e-22,4.37063e-22
8.27819e+00,4.24340e-22,4.24059e-22,4.26394e-22
8.29639e+00,4.13949e-22,4.13663e-22,4.15986e-22
8.31464e+00,4.03813e-22,4.03522e-22,4.05832e-22
8.33293e+00,3.93926e-22,3.93630e-22,3.95927e-22
8.35126e+00,3.84282e-22,3.83980e-22,3.86265e-22
8.36963e+00,3.74874e-22,3.74567e-22,3.76839e-22
8.38804e+00,3.65698e-22,3.65385e-22,3.67644e-22
8.40649e+00,3.56747e-22,3.56428e-22,3.58674e-22
8.42498e+00,3.48015e-22,3.47691e-22,3.49924e-22
8.44352e+00,3.39498e-22,3.39168e-22,3.41387e-22
8.46209e+00,3.31190e-22,3.30854e-22,3.33060e-22
8.48070e+00,3.23086e-22,3.22744e-22,3.24936e-22
8.49936e+00,3.15181e-22,3.14833e-22,3.17012e-22
8.51805e+00,3.07471e-22,3.07116e-22,3.09281e-22
8.53679e+00,2.99949e-22,2.99588e-22,3.01739e-22
8.55557e+00,2.92613e-22,2.92245e-22,2.94382e-22
8.57439e+00,2.85456e-22,2.85082e-22,2.87205e-22
8.59325e+00,2.78476e-22,2.78095e-22,2.80203e-22
8.61215e+00,2.71667e-22,2.71279e-22,2.73373e-22
8.63109e+00,2.65025e-22,2.64630e-22,2.66710e-22
