freq_aligo,totalsignal_aligo,totalsignal_baseline,totalsignal_best
5.77350e+00,5.66563e+13,1.12732e+13,9.96392e+10
5.78620e+00,5.66563e+13,1.12701e+13,1.00353e+11
5.79893e+00,5.66563e+13,1.12671e+13,1.01074e+11
5.81169e+00,5.66563e+13,1.12641e+13,1.01802e+11
5.82447e+00,5.66563e+13,1.12612e+13,1.02537e+11
5.83728e+00,5.66562e+13,1.12582e+13,1.03278e+11
5.85012e+00,5.66562e+13,1.12553e+13,1.04027e+11
5.86299e+00,5.66562e+13,1.12525e+13,1.04783e+11
5.87589e+00,5.66562e+13,1.12496e+13,1.05546e+11
5.88881e+00,5.66562e+13,1.12468e+13,1.06316e+11
5.90176e+00,5.66562e+13,1.12440e+13,1.07094e+11
5.91475e+00,5.66561e+13,1.12413e+13,1.07880e+11
5.92776e+00,5.66561e+13,1.12385e+13,1.08673e+11
5.94079e+00,5.66561e+13,1.12358e+13,1.09473e+11
5.95386e+00,5.66561e+13,1.12331e+13,1.10282e+11
5.96696e+00,5.66561e+13,1.12305e+13,1.11098e+11
5.98008e+00,5.66561e+13,1.12279e+13,1.11922e+11
5.99324e+00,5.66560e+13,1.12252e+13,1.12754e+11
6.00642e+00,5.66560e+13,1.12227e+13,1.13595e+11
6.01963e+00,5.66560e+13,1.12201e+13,1.14444e+11
6.03287e+00,5.66560e+13,1.12176e+13,1.15301e+11
6.04614e+00,5.66560e+13,1.12151e+13,1.16166e+11
6.05944e+00,5.66560e+13,1.12126e+13,1.17041e+11
6.07277e+00,5.66559e+13,1.12102e+13,1.17924e+11
6.08613e+00,5.66559e+13,1.12078e+13,1.18815e+11
6.09952e+00,5.66559e+13,1.12054e+13,1.19716e+11
6.11293e+00,5.66559e+13,1.12030e+13,1.20626e+11
6.12638e+00,5.66559e+13,1.12007e+13,1.21545e+11
6.13986e+00,5.66559e+13,1.11984e+13,1.22473e+11
6.15336e+00,5.66558e+13,1.11961e+13,1.23411e+11
6.16690e+00,5.66558e+13,1.11938e+13,1.24358e+11
6.18046e+00,5.66558e+13,1.11916e+13,1.25314e+11
